cluster[object],x[int64],y[int64],cell[int64],center[object]
c5,101,83,8068,N
c5,100,82,8069,N
c5,102,94,8070,N
c5,105,111,8071,N
c5,82,32,8074,N
c5,88,123,8077,N
c5,89,93,8078,N
c5,89,103,8080,N
c5,89,23,8081,N
c5,88,106,8083,N
c5,92,86,8084,N
c5,92,47,8085,N
c5,88,97,8088,N
c5,90,30,8089,N
c5,95,112,8092,N
c5,92,29,8093,N
c5,98,27,8094,N
c5,96,7,8095,N
c5,92,36,8097,N
c5,91,75,8099,N
c5,97,6,8100,N
c5,103,122,8101,N
c5,104,121,8103,N
c5,93,30,8104,N
c5,100,115,8105,N
c5,91,89,8106,N
c5,100,19,8108,N
c5,105,0,8109,N
c5,100,12,8110,N
c5,95,94,8111,N
c5,100,27,8112,N
c5,105,123,8114,N
c5,99,88,8115,N
c5,101,58,8116,N
c5,95,20,8117,N
c5,102,5,8118,N
c5,101,63,8119,N
c5,96,69,8120,N
c5,98,67,8121,N
c5,101,11,8123,N
c5,102,59,8125,N
c5,102,53,8126,N
c5,104,65,8127,N
c5,97,20,8129,N
c5,101,118,8130,N
c5,103,24,8131,N
c5,87,8,8139,N
c5,87,58,8140,N
c5,87,100,8141,N
c5,89,126,8142,N
c5,95,32,8147,N
c5,97,50,8149,N
c5,90,86,8150,N
c5,95,122,8151,N
c5,89,29,8152,N
c5,100,75,8153,N
c5,89,106,8154,N
c5,93,116,8155,N
c5,97,72,8156,N
c5,103,67,8157,N
c5,98,66,8159,N
c5,93,92,8160,N
c5,93,41,8161,N
c5,101,2,8163,N
c5,97,109,8165,N
c5,93,22,8166,N
c5,96,5,8167,N
c5,97,54,8168,N
c5,101,122,8169,N
c5,94,94,8170,N
c5,99,66,8171,N
c5,98,31,8173,N
c5,92,89,8174,N
c5,101,50,8175,N
c5,100,54,8176,N
c5,101,124,8178,N
c5,98,51,8179,N
c5,106,54,8180,N
c5,104,113,8181,N
c5,100,77,8185,N
c5,103,21,8186,N
c5,99,123,8187,N
c5,104,45,8188,N
c5,96,12,8189,N
c5,99,110,8190,N
c5,101,48,8191,N
c5,99,87,8194,N
c5,98,14,8195,N
c5,100,97,8196,N
c5,97,11,8197,N
c5,101,112,8198,N
c5,104,119,8199,N
c5,103,107,8200,N
c5,102,15,8201,N
c5,100,50,8202,N
c5,95,70,8203,N
c5,103,46,8204,N
c5,104,105,8207,N
c5,104,64,8208,N
c5,101,44,8209,N
c5,77,16,8215,N
c5,93,120,8220,N
c5,93,113,8222,N
c5,92,97,8223,N
c5,88,78,8224,N
c5,95,110,8225,N
c5,93,68,8226,N
c5,90,75,8228,N
c5,92,125,8229,N
c5,92,80,8230,N
c5,95,45,8234,N
c5,97,42,8235,N
c5,100,41,8236,N
c5,98,4,8237,N
c5,98,63,8238,N
c5,103,36,8239,N
c5,96,67,8241,N
c5,100,118,8242,N
c5,95,25,8243,N
c5,97,94,8244,N
c5,97,79,8245,N
c5,93,20,8246,N
c5,99,69,8247,N
c5,93,126,8248,N
c5,94,31,8250,N
c5,93,82,8251,N
c5,100,26,8252,N
c5,102,2,8253,N
c5,100,93,8254,N
c5,106,23,8255,N
c5,94,82,8256,N
c5,97,86,8257,N
c5,97,85,8258,N
c5,95,80,8259,N
c5,103,111,8260,N
c5,103,103,8261,N
c5,99,74,8262,N
c5,97,91,8264,N
c5,102,29,8265,N
c5,105,57,8266,N
c5,103,74,8268,N
c5,103,68,8269,N
c5,88,1,8273,N
c5,88,56,8274,N
c5,88,40,8276,N
c5,87,5,8277,N
c5,87,121,8278,N
c5,94,8,8279,N
c5,94,65,8280,N
c5,96,4,8281,N
c5,90,38,8283,N
c5,93,52,8284,N
c5,89,51,8285,N
c5,91,119,8286,N
c5,95,67,8287,N
c5,96,0,8288,N
c5,92,62,8290,N
c5,92,68,8293,N
c5,92,35,8295,N
c5,98,76,8296,N
c5,90,81,8297,N
c5,99,120,8298,N
c5,103,8,8299,N
c5,98,26,8300,N
c5,98,30,8301,N
c5,96,41,8302,N
c5,99,68,8303,N
c5,101,41,8304,N
c5,95,73,8305,N
c5,93,76,8307,N
c5,89,84,8308,N
c5,94,96,8309,N
c5,102,115,8310,N
c5,102,114,8313,N
c5,97,103,8315,N
c5,102,3,8318,N
c5,98,34,8319,N
c5,98,78,8320,N
c5,100,29,8322,N
c5,105,66,8323,N
c5,103,51,8324,N
c5,104,53,8325,N
c5,104,61,8326,N
c5,99,90,8327,N
c5,100,85,8328,N
c5,103,26,8330,N
c5,101,46,8332,N
c5,101,67,8333,N
c5,102,40,8334,N
c5,96,81,8336,N
c5,102,72,8337,N
c5,97,81,8339,N
c5,105,98,8340,N
c5,100,110,8341,N
c5,100,90,8342,N
c5,90,18,8351,N
c5,92,65,8352,N
c5,82,91,8355,N
c5,90,50,8356,N
c5,90,62,8357,N
c5,93,54,8358,N
c5,90,97,8359,N
c5,89,74,8360,N
c5,96,122,8361,N
c5,91,92,8363,N
c5,90,31,8364,N
c5,99,114,8365,N
c5,91,64,8366,N
c5,95,15,8368,N
c5,95,7,8370,N
c5,90,107,8371,N
c5,97,112,8373,N
c5,91,51,8374,N
c5,98,16,8375,N
c5,99,55,8377,N
c5,100,52,8378,N
c5,95,109,8379,N
c5,102,30,8380,N
c5,100,44,8384,N
c5,97,36,8386,N
c5,98,106,8387,N
c5,98,46,8388,N
c5,102,39,8390,N
c5,100,119,8391,N
c5,101,1,8393,N
c5,98,18,8394,N
c5,102,107,8395,N
c5,101,64,8396,N
c5,102,78,8399,N
c5,93,83,8400,N
c5,93,94,8403,N
c5,103,37,8404,N
c5,103,101,8406,N
c5,103,92,8407,N
c5,104,63,8408,N
c5,97,90,8409,N
c5,102,77,8411,N
c5,90,111,8420,N
c5,88,42,8423,N
c5,95,23,8425,N
c5,96,97,8427,N
c5,93,49,8429,N
c5,87,86,8430,N
c5,96,26,8431,N
c5,97,100,8432,N
c5,99,23,8433,N
c5,97,37,8435,N
c5,93,61,8436,N
c5,99,11,8437,N
c5,100,7,8439,N
c5,100,61,8440,N
c5,98,13,8441,N
c5,103,62,8443,N
c5,102,82,8445,N
c5,101,51,8446,N
c5,92,85,8447,N
c5,100,37,8448,N
c5,103,115,8449,N
c5,97,22,8451,N
c5,93,90,8453,N
c5,100,47,8454,N
c5,102,103,8455,N
c5,98,37,8456,N
c5,97,7,8457,N
c5,103,57,8458,N
c5,99,40,8459,N
c5,100,96,8461,N
c5,99,9,8462,N
c5,96,79,8463,N
c5,99,34,8464,N
c5,96,18,8465,N
c5,98,92,8466,N
c5,95,10,8468,N
c5,98,43,8469,N
c5,99,122,8470,N
c5,99,65,8471,N
c5,99,108,8472,N
c5,98,41,8473,N
c5,99,25,8474,N
c5,95,12,8476,N
c5,104,62,8477,N
c5,104,60,8478,N
c5,81,6,8484,N
c5,88,122,8488,N
c5,85,35,8491,N
c5,86,92,8493,N
c5,93,7,8495,N
c5,87,36,8499,N
c5,101,120,8500,N
c5,98,124,8501,N
c5,90,93,8502,N
c5,93,122,8503,N
c5,87,81,8504,N
c5,92,43,8506,N
c5,92,66,8509,N
c5,92,76,8510,N
c5,91,78,8513,N
c5,96,76,8514,N
c5,97,49,8515,N
c5,102,6,8516,N
c5,90,108,8517,N
c5,96,50,8518,N
c5,92,51,8519,N
c5,100,59,8520,N
c5,96,102,8521,N
c5,99,27,8525,N
c5,101,91,8526,N
c5,94,25,8528,N
c5,96,9,8529,N
c5,98,1,8530,N
c5,95,92,8531,N
c5,98,40,8532,N
c5,92,17,8533,N
c5,100,42,8535,N
c5,94,13,8536,N
c5,100,94,8538,N
c5,100,11,8539,N
c5,104,48,8540,N
c5,100,25,8541,N
c5,99,3,8542,N
c5,97,29,8544,N
c5,99,71,8545,N
c5,100,76,8547,N
c5,102,80,8548,N
c5,100,48,8549,N
c5,103,65,8550,N
c5,100,55,8551,N
c5,104,111,8552,N
c5,98,21,8553,N
c5,101,10,8554,N
c5,99,33,8555,N
c5,99,111,8557,N
c5,101,33,8558,N
c5,105,109,8559,N
c5,103,102,8560,N
c5,98,83,8562,N
c5,101,13,8563,N
c5,102,90,8564,N
c5,100,20,8566,N
c5,104,101,8567,N
c5,100,89,8568,N
c5,104,81,8569,N
c5,78,19,8574,N
c5,86,14,8576,N
c5,79,30,8577,N
c5,82,25,8578,N
c5,87,55,8583,N
c5,92,96,8584,N
c5,84,98,8585,N
c5,90,109,8586,N
c5,94,101,8587,N
c5,89,32,8588,N
c5,87,40,8590,N
c5,88,38,8591,N
c5,97,0,8594,N
c5,91,41,8596,N
c5,97,117,8597,N
c5,92,3,8598,N
c5,90,82,8599,N
c5,97,71,8600,N
c5,96,59,8601,N
c5,93,14,8602,N
c5,93,1,8604,N
c5,93,74,8605,N
c5,94,72,8606,N
c5,95,52,8607,N
c5,100,14,8609,N
c5,99,32,8612,N
c5,97,56,8613,N
c5,100,103,8614,N
c5,99,89,8615,N
c5,99,97,8616,N
c5,96,111,8617,N
c5,94,44,8618,N
c5,95,127,8619,N
c5,106,0,8620,N
c5,90,76,8621,N
c5,98,59,8622,N
c5,93,81,8623,N
c5,104,46,8624,N
c5,99,105,8625,N
c5,96,78,8626,N
c5,101,7,8628,N
c5,105,108,8631,N
c5,102,70,8632,N
c5,99,91,8633,N
c5,98,55,8634,N
c5,100,15,8637,N
c5,98,87,8639,N
c5,103,38,8640,N
c5,104,106,8641,N
c5,99,103,8642,N
c5,99,64,8644,N
c5,101,45,8645,N
c5,97,32,8646,N
c5,101,68,8647,N
c5,102,75,8651,N
c5,83,21,8661,N
c5,90,114,8662,N
c5,91,11,8664,N
c5,85,82,8665,N
c5,85,79,8666,N
c5,93,105,8667,N
c5,92,114,8668,N
c5,87,30,8672,N
c5,89,121,8675,N
c5,96,118,8676,N
c5,94,77,8677,N
c5,89,52,8678,N
c5,89,77,8679,N
c5,91,87,8680,N
c5,99,17,8681,N
c5,94,7,8682,N
c5,96,49,8683,N
c5,93,9,8687,N
c5,97,47,8689,N
c5,94,115,8690,N
c5,93,114,8692,N
c5,96,54,8695,N
c5,101,62,8698,N
c5,99,104,8699,N
c5,102,125,8700,N
c5,98,33,8701,N
c5,104,54,8702,N
c5,95,84,8703,N
c5,100,114,8704,N
c5,96,39,8705,N
c5,103,2,8706,N
c5,105,50,8707,N
c5,97,2,8708,N
c5,100,100,8710,N
c5,102,120,8711,N
c5,95,29,8713,N
c5,100,112,8714,N
c5,97,96,8715,N
c5,103,99,8717,N
c5,102,28,8719,N
c5,105,119,8720,N
c5,102,86,8721,N
c5,102,123,8724,N
c5,101,95,8725,N
c5,99,7,8726,N
c5,100,43,8727,N
c5,101,3,8728,N
c5,97,26,8729,N
c5,97,13,8730,N
c5,99,1,8731,N
c5,102,25,8732,N
c5,102,54,8733,N
c5,96,29,8734,N
c5,95,2,8735,N
c5,106,46,8736,N
c5,103,109,8737,N
c5,103,91,8738,N
c5,103,72,8739,N
c5,100,106,8740,N
c5,102,102,8741,N
c5,98,111,8742,N
c5,102,117,8745,N
c5,101,88,8746,N
c5,101,86,8747,N
c5,85,123,8754,N
c5,84,102,8756,N
c5,85,12,8757,N
c5,88,91,8758,N
c5,89,109,8759,N
c5,89,64,8761,N
c5,91,13,8762,N
c5,87,13,8763,N
c5,94,56,8764,N
c5,83,109,8766,N
c5,89,21,8767,N
c5,90,33,8768,N
c5,89,42,8769,N
c5,92,70,8770,N
c5,94,117,8773,N
c5,89,83,8774,N
c5,91,124,8777,N
c5,94,12,8778,N
c5,102,58,8779,N
c5,96,99,8780,N
c5,96,83,8781,N
c5,94,20,8782,N
c5,89,81,8783,N
c5,95,19,8784,N
c5,94,127,8785,N
c5,98,44,8786,N
c5,101,108,8787,N
c5,99,70,8789,N
c5,100,49,8791,N
c5,93,88,8792,N
c5,96,82,8793,N
c5,93,71,8794,N
c5,94,73,8796,N
c5,94,89,8797,N
c5,98,2,8798,N
c5,98,103,8799,N
c5,102,23,8800,N
c5,98,73,8801,N
c5,96,70,8802,N
c5,101,94,8803,N
c5,94,42,8804,N
c5,104,67,8805,N
c5,103,98,8806,N
c5,98,74,8807,N
c5,96,90,8809,N
c5,96,96,8810,N
c5,95,42,8812,N
c5,94,86,8813,N
c5,103,106,8814,N
c5,103,108,8815,N
c5,105,51,8816,N
c5,101,57,8817,N
c5,96,30,8818,N
c5,101,99,8819,N
c5,98,86,8821,N
c5,102,67,8822,N
c5,100,73,8823,N
c5,99,84,8824,N
c5,102,50,8825,N
c5,103,47,8826,N
c5,103,96,8828,N
c5,101,84,8829,N
c5,97,28,8831,N
c5,98,9,8832,N
c5,98,36,8834,N
c5,95,21,8835,N
c5,98,53,8836,N
c5,96,88,8837,N
c5,93,85,8838,N
c5,102,31,8839,N
c5,106,65,8840,N
c5,98,19,8841,N
c5,95,113,8842,N
c5,99,77,8843,N
c5,106,40,8844,N
c5,103,49,8845,N
c5,104,69,8846,N
c5,102,97,8847,N
c5,101,19,8848,N
c5,99,52,8849,N
c5,99,22,8850,N
c5,106,63,8851,N
c5,102,76,8852,N
c5,103,83,8853,N
c5,102,68,8854,N
c5,102,84,8855,N
c5,101,81,8856,N
c5,106,112,8857,N
c5,84,25,8862,N
c5,85,122,8863,N
c5,93,12,8867,N
c5,96,43,8869,N
c5,87,42,8871,N
c5,93,65,8875,N
c5,95,50,8876,N
c5,88,34,8877,N
c5,92,82,8878,N
c5,100,125,8880,N
c5,95,18,8881,N
c5,103,4,8882,N
c5,92,115,8883,N
c5,97,3,8885,N
c5,94,95,8888,N
c5,95,100,8892,N
c5,101,104,8893,N
c5,98,11,8894,N
c5,98,80,8895,N
c5,100,86,8897,N
c5,95,28,8898,N
c5,94,15,8899,N
c5,94,41,8901,N
c5,100,116,8902,N
c5,104,117,8903,N
c5,99,47,8904,N
c5,97,83,8905,N
c5,101,105,8909,N
c5,100,5,8911,N
c5,100,99,8912,N
c5,98,71,8913,N
c5,104,124,8914,N
c5,96,101,8915,N
c5,100,111,8917,N
c5,101,127,8918,N
c5,105,113,8920,N
c5,103,45,8921,N
c5,98,82,8922,N
c5,103,63,8923,N
c5,101,54,8925,N
c5,100,22,8926,N
c5,107,2,8927,N
c5,102,57,8929,N
c5,97,87,8930,N
c5,94,84,8931,N
c5,105,56,8933,N
c5,99,67,8934,N
c5,97,92,8935,N
c5,98,29,8936,N
c5,100,122,8937,N
c5,104,109,8939,N
c5,98,7,8940,N
c5,97,34,8941,N
c5,103,94,8942,N
c5,104,115,8943,N
c5,106,97,8944,N
c5,103,95,8945,N
c5,101,115,8947,N
c5,100,87,8948,N
c5,102,62,8949,N
c5,103,58,8950,N
c5,105,64,8951,N
c5,102,118,8953,N
c0,60,30,0,N
c0,61,39,2,N
c0,61,93,4,N
c0,57,85,5,N
c0,57,62,9,N
c0,65,65,12,N
c0,65,122,13,N
c0,65,49,18,N
c0,59,7,22,Y
c0,63,65,23,N
c0,58,6,25,N
c0,64,57,29,N
c0,58,118,30,N
c0,63,10,31,N
c0,66,98,33,N
c0,70,83,40,N
c0,62,10,41,N
c0,62,106,44,N
c0,66,34,47,N
c0,63,46,49,N
c0,70,25,51,N
c0,60,18,57,N
c0,70,6,58,N
c0,60,66,60,N
c0,59,6,63,N
c0,64,17,64,N
c0,59,29,67,N
c0,59,101,69,N
c0,57,60,70,N
c0,59,44,71,N
c0,66,1,72,N
c0,60,89,76,N
c0,61,103,83,N
c0,62,66,86,N
c0,63,107,87,N
c0,58,83,88,N
c0,61,87,96,N
c0,63,38,97,N
c0,59,56,104,N
c0,61,20,105,N
c0,60,124,106,N
c0,66,91,109,N
c0,57,94,110,N
c0,65,99,114,N
c0,62,95,116,N
c0,58,61,117,N
c0,57,23,119,N
c0,60,8,122,N
c0,66,64,123,N
c0,69,73,124,N
c0,61,9,125,N
c0,65,50,126,N
c0,68,112,127,N
c0,60,85,129,N
c0,62,35,131,N
c0,67,4,133,N
c0,61,111,138,N
c0,65,42,142,N
c0,57,99,143,N
c0,67,14,145,N
c0,69,20,146,N
c0,64,106,151,N
c0,65,21,153,N
c0,58,84,154,N
c0,64,107,155,N
c0,65,11,156,N
c0,61,77,158,N
c0,65,56,160,N
c0,68,82,161,N
c0,60,102,162,N
c0,59,102,166,N
c0,63,4,168,N
c0,58,5,173,N
c0,70,17,177,N
c0,70,39,183,N
c0,59,28,189,N
c0,68,28,190,N
c0,64,127,192,N
c0,60,19,193,N
c0,59,34,198,N
c0,57,91,201,N
c0,60,5,205,N
c0,59,118,208,N
c0,60,57,210,N
c0,68,44,212,N
c0,58,110,216,N
c0,61,19,218,N
c0,57,65,219,N
c0,58,20,221,N
c0,66,35,222,N
c0,67,99,223,N
c0,59,51,225,N
c0,60,21,226,N
c0,69,94,228,N
c0,59,60,229,N
c0,66,83,231,N
c0,65,117,235,N
c0,58,23,237,N
c0,64,53,239,N
c0,64,0,240,N
c0,64,50,241,N
c0,69,113,242,N
c0,64,65,243,N
c0,65,16,244,N
c0,70,73,245,N
c0,64,119,246,N
c0,61,84,247,N
c0,62,59,248,N
c0,63,14,249,N
c0,60,88,250,N
c0,60,6,251,N
c0,59,91,253,N
c0,65,6,254,N
c0,63,69,257,N
c0,69,6,259,N
c0,57,84,261,N
c0,58,93,266,N
c0,61,24,267,N
c0,64,93,270,N
c0,65,109,274,N
c0,63,120,278,N
c0,66,120,280,N
c0,64,96,281,N
c0,64,95,282,N
c0,63,109,286,N
c0,58,101,288,N
c0,64,55,290,N
c0,60,103,291,N
c0,69,40,293,N
c0,68,83,294,N
c0,66,16,295,N
c0,66,77,299,N
c0,63,82,302,N
c0,66,85,303,N
c0,69,4,307,N
c0,66,110,308,N
c0,59,12,309,N
c0,69,41,310,N
c0,58,19,311,N
c0,58,62,312,N
c0,68,40,313,N
c0,63,81,317,N
c0,66,100,318,N
c0,62,20,322,N
c0,67,83,323,N
c0,68,9,324,N
c0,60,51,327,N
c0,61,22,328,N
c0,60,123,329,N
c0,67,41,331,N
c0,62,32,333,N
c0,68,88,335,N
c0,58,51,336,N
c0,62,12,337,N
c0,58,95,339,N
c0,63,21,342,N
c0,61,49,343,N
c0,61,125,345,N
c0,66,51,348,N
c0,71,57,349,N
c0,61,116,351,N
c0,59,39,352,N
c0,62,116,353,N
c0,67,52,355,N
c0,66,42,356,N
c0,60,43,357,N
c0,71,55,361,N
c0,61,1,364,N
c0,64,44,365,N
c0,59,11,368,N
c0,62,51,369,N
c0,68,119,370,N
c0,59,111,371,N
c0,62,127,390,N
c0,70,107,391,N
c0,67,68,392,N
c0,71,0,395,N
c0,59,85,399,N
c0,71,84,400,N
c0,59,76,402,N
c0,62,23,405,N
c0,57,19,409,N
c0,67,72,413,N
c0,64,120,417,N
c0,62,39,418,N
c0,60,86,420,N
c0,70,19,423,N
c0,70,109,425,N
c0,64,126,426,N
c0,61,117,427,N
c0,66,60,429,N
c0,66,113,430,N
c0,64,24,432,N
c0,66,111,433,N
c0,69,1,435,N
c0,66,20,436,N
c0,67,112,438,N
c0,70,56,440,N
c0,67,69,441,N
c0,57,86,443,N
c0,68,84,445,N
c0,64,36,446,N
c0,63,15,449,N
c0,56,76,450,N
c0,69,77,451,N
c0,60,50,453,N
c0,66,116,454,N
c0,62,86,458,N
c0,68,85,461,N
c0,65,95,462,N
c0,61,8,465,N
c0,59,49,467,N
c0,58,63,468,N
c0,61,64,469,N
c0,69,0,470,N
c0,61,66,473,N
c0,73,1,476,N
c0,67,44,480,N
c0,71,83,487,N
c0,57,47,494,N
c0,59,123,499,N
c0,56,77,501,N
c0,69,85,502,N
c0,56,110,504,N
c0,59,86,505,N
c0,57,93,508,N
c0,69,25,509,N
c0,63,115,513,N
c0,62,9,514,N
c0,68,114,519,N
c0,64,125,521,N
c0,59,20,523,N
c0,57,61,525,N
c0,66,15,527,N
c0,65,17,534,N
c0,63,106,536,N
c0,63,118,542,N
c0,66,43,544,N
c0,65,71,545,N
c0,64,5,546,N
c0,58,60,548,N
c0,62,94,549,N
c0,66,23,554,N
c0,58,92,555,N
c0,57,7,556,N
c0,65,3,557,N
c0,64,35,559,N
c0,57,83,562,N
c0,63,5,563,N
c0,66,66,565,N
c0,70,0,567,N
c0,62,19,577,N
c0,69,83,578,N
c0,71,12,582,N
c0,62,14,584,N
c0,60,96,586,N
c0,57,20,587,N
c0,66,121,590,N
c0,57,79,592,N
c0,54,55,596,N
c0,65,66,601,N
c0,57,4,602,N
c0,58,34,603,N
c0,57,31,604,N
c0,64,4,605,N
c0,65,51,610,N
c0,68,15,613,N
c0,61,21,614,N
c0,70,57,616,N
c0,70,74,620,N
c0,61,78,623,N
c0,58,102,627,N
c0,73,0,637,N
c0,67,5,641,N
c0,61,105,651,N
c0,63,42,654,N
c0,60,15,655,N
c0,62,111,660,N
c0,60,49,667,N
c0,60,12,671,N
c0,67,20,677,N
c0,58,2,678,N
c0,57,102,679,N
c0,59,87,681,N
c0,58,64,690,N
c0,60,101,693,N
c0,68,21,696,N
c0,61,7,700,N
c0,68,110,702,N
c0,67,7,703,N
c0,59,4,705,N
c0,68,5,706,N
c0,60,44,710,N
c0,59,95,712,N
c0,67,45,715,N
c0,66,124,717,N
c0,68,7,719,N
c0,56,85,721,N
c0,70,40,725,N
c0,60,111,726,N
c0,72,108,727,N
c0,72,60,728,N
c0,61,107,732,N
c0,70,5,736,N
c0,57,10,739,N
c0,56,79,742,N
c0,61,86,748,N
c0,57,48,750,N
c0,64,34,752,N
c0,75,5,753,N
c0,61,51,754,N
c0,62,115,756,N
c0,58,21,757,N
c0,61,96,758,N
c0,56,60,762,N
c0,59,38,763,N
c0,61,18,765,N
c0,61,108,766,N
c0,66,54,767,N
c0,71,25,768,N
c0,65,27,769,N
c0,66,59,770,N
c0,68,16,771,N
c0,71,108,772,N
c0,58,11,775,N
c0,73,54,776,N
c0,66,122,777,N
c0,56,78,783,N
c0,71,15,784,N
c0,63,93,786,N
c0,59,61,791,N
c0,65,5,792,N
c0,56,54,804,N
c0,67,86,808,N
c0,66,0,812,N
c0,66,65,814,N
c0,66,5,816,N
c0,59,96,820,N
c0,70,106,823,N
c0,60,40,826,N
c0,64,51,827,N
c0,56,91,828,N
c0,65,53,832,N
c0,70,13,836,N
c0,56,55,837,N
c0,71,16,839,N
c0,55,79,843,N
c0,65,78,845,N
c0,57,22,846,N
c0,60,76,847,N
c0,65,34,851,N
c0,64,26,855,N
c0,64,43,858,N
c0,71,59,859,N
c0,53,43,862,N
c0,60,39,863,N
c0,71,114,864,N
c0,56,108,865,N
c0,71,106,866,N
c0,66,67,869,N
c0,56,124,870,N
c0,73,7,871,N
c0,58,7,874,N
c0,63,57,881,N
c0,72,30,883,N
c0,59,48,884,N
c0,75,16,885,N
c0,72,17,893,N
c0,70,108,895,N
c0,74,105,896,N
c0,64,81,897,N
c0,71,19,899,N
c0,60,77,904,N
c0,73,96,905,N
c0,72,27,907,N
c0,71,27,910,N
c0,63,95,919,N
c0,59,92,920,N
c0,65,123,923,N
c0,64,16,925,N
c0,68,41,928,N
c0,72,26,929,N
c0,63,40,931,N
c0,59,83,932,N
c0,65,2,935,N
c0,58,50,936,N
c0,71,56,937,N
c0,53,53,938,N
c0,54,41,941,N
c0,61,110,942,N
c0,57,0,946,N
c0,58,10,947,N
c0,61,28,948,N
c0,66,14,951,N
c0,70,41,952,N
c0,71,26,956,N
c0,73,11,963,N
c0,66,126,964,N
c0,74,106,965,N
c0,60,13,968,N
c0,55,94,971,N
c0,72,9,975,N
c0,60,58,976,N
c0,66,61,977,N
c0,73,19,986,N
c0,60,48,987,N
c0,56,86,990,N
c0,68,53,992,N
c0,61,48,996,N
c0,67,21,999,N
c0,73,56,1000,N
c0,71,30,1011,N
c0,59,19,1014,N
c0,74,99,1015,N
c0,66,99,1016,N
c0,64,52,1017,N
c0,72,54,1019,N
c0,57,6,1022,N
c0,59,90,1023,N
c0,68,43,1026,N
c0,58,59,1027,N
c0,62,21,1028,N
c0,72,100,1030,N
c0,65,107,1031,N
c0,65,23,1032,N
c0,65,26,1033,N
c0,73,10,1034,N
c0,74,8,1035,N
c0,63,9,1038,N
c0,71,11,1039,N
c0,72,7,1046,N
c0,68,76,1050,N
c0,73,13,1053,N
c0,72,127,1054,N
c0,74,107,1060,N
c0,74,28,1061,N
c0,64,66,1065,N
c0,65,98,1066,N
c0,56,92,1067,N
c0,60,65,1072,N
c0,55,96,1078,N
c0,66,49,1080,N
c0,71,103,1084,N
c0,63,70,1087,N
c0,77,23,1090,N
c0,67,118,1091,N
c0,72,102,1092,N
c0,69,84,1097,N
c0,65,58,1099,N
c0,68,71,1106,N
c0,63,18,1108,N
c0,63,83,1114,N
c0,60,98,1118,N
c0,57,21,1122,N
c0,63,126,1123,N
c0,62,65,1129,N
c0,75,102,1130,N
c0,79,7,1132,N
c0,56,94,1135,N
c0,74,97,1136,N
c0,61,92,1137,N
c0,71,60,1140,N
c0,57,77,1141,N
c0,74,0,1145,N
c0,60,64,1150,N
c0,78,126,1152,N
c0,58,4,1153,N
c0,63,39,1155,N
c0,58,76,1158,N
c0,72,112,1166,N
c0,72,97,1168,N
c0,71,124,1170,N
c0,54,94,1172,N
c0,80,101,1173,N
c0,58,81,1183,N
c0,55,54,1184,N
c0,58,77,1185,N
c0,52,86,1186,N
c0,61,94,1187,N
c0,56,61,1193,N
c0,63,91,1194,N
c0,54,95,1196,N
c0,78,1,1198,N
c0,65,70,1199,N
c0,53,49,1201,N
c0,56,14,1205,N
c0,78,111,1209,N
c0,69,28,1211,N
c0,57,5,1212,N
c0,61,65,1216,N
c0,61,80,1220,N
c0,70,20,1223,N
c0,66,50,1226,N
c0,61,91,1227,N
c0,66,86,1231,N
c0,67,111,1232,N
c0,61,109,1234,N
c0,65,13,1235,N
c0,73,86,1242,N
c0,56,8,1258,N
c0,68,58,1260,N
c0,72,4,1264,N
c0,62,109,1266,N
c0,79,3,1270,N
c0,74,7,1274,N
c0,57,109,1283,N
c0,78,115,1284,N
c0,66,22,1285,N
c0,59,43,1291,N
c0,70,55,1292,N
c0,73,98,1293,N
c0,55,81,1295,N
c0,70,4,1298,N
c0,57,117,1299,N
c0,57,59,1301,N
c0,72,20,1305,N
c0,56,7,1309,N
c0,55,22,1311,N
c0,65,84,1312,N
c0,73,5,1313,N
c0,78,9,1314,N
c0,66,69,1315,N
c0,72,103,1319,N
c0,55,60,1321,N
c0,73,97,1322,N
c0,58,91,1332,N
c0,63,0,1340,N
c0,74,27,1341,N
c0,58,87,1346,N
c0,63,43,1348,N
c0,74,23,1356,N
c0,54,81,1358,N
c0,69,14,1363,N
c0,64,88,1364,N
c0,65,20,1366,N
c0,77,7,1367,N
c0,77,125,1368,N
c0,53,47,1369,N
c0,55,101,1374,N
c0,74,100,1376,N
c0,75,15,1378,N
c0,76,25,1381,N
c0,73,85,1382,N
c0,50,41,1384,N
c0,62,25,1389,N
c0,64,114,1390,N
c0,68,20,1394,N
c0,74,22,1395,N
c0,55,62,1397,N
c0,56,6,1399,N
c0,59,103,1400,N
c0,76,102,1401,N
c0,76,6,1406,N
c0,64,7,1410,N
c0,53,55,1413,N
c0,75,96,1417,N
c0,58,86,1419,N
c0,75,11,1424,N
c0,63,41,1433,N
c0,66,12,1435,N
c0,77,24,1451,N
c0,69,114,1453,N
c0,75,7,1455,N
c0,73,107,1466,N
c0,67,124,1470,N
c0,76,20,1473,N
c0,60,11,1474,N
c0,76,104,1476,N
c0,73,3,1479,N
c0,72,104,1484,N
c0,58,8,1485,N
c0,70,59,1486,N
c0,63,60,1487,N
c0,66,7,1495,N
c0,77,11,1496,N
c0,79,107,1498,N
c0,54,80,1499,N
c0,63,119,1502,N
c0,65,69,1504,N
c0,64,42,1507,N
c0,60,29,1509,N
c0,76,123,1511,N
c0,63,33,1515,N
c0,77,97,1516,N
c0,75,3,1518,N
c0,57,118,1524,N
