cluster[object],x[int64],y[int64],cell[int64],center[object]
c1,32,64,8039,N
c1,33,79,8040,N
c1,44,9,8073,N
c1,41,68,8075,N
c1,44,1,8076,N
c1,45,93,8079,N
c1,43,12,8082,N
c1,47,99,8086,N
c1,38,83,8087,N
c1,33,16,8090,N
c1,32,67,8091,N
c1,43,96,8096,N
c1,43,16,8098,N
c1,43,92,8102,N
c1,34,62,8107,N
c1,43,95,8113,N
c1,30,51,8122,N
c1,39,88,8124,N
c1,26,10,8128,N
c1,47,81,8134,N
c1,88,52,8135,N
c1,41,59,8136,N
c1,82,72,8138,N
c1,84,71,8143,N
c1,43,57,8144,N
c1,36,32,8145,N
c1,86,75,8146,N
c1,35,63,8148,N
c1,40,86,8158,N
c1,38,74,8162,N
c1,33,56,8164,N
c1,31,123,8172,N
c1,31,109,8177,N
c1,39,91,8182,N
c1,33,49,8183,N
c1,34,47,8184,N
c1,33,88,8192,N
c1,26,114,8193,N
c1,30,80,8205,N
c1,28,51,8206,N
c1,34,45,8210,N
c1,65,59,8212,N
c1,53,90,8214,N
c1,48,83,8216,N
c1,47,88,8218,N
c1,44,85,8219,N
c1,39,6,8221,N
c1,35,20,8227,N
c1,39,119,8231,N
c1,41,109,8232,N
c1,30,74,8233,N
c1,39,94,8240,N
c1,37,90,8249,N
c1,29,11,8263,N
c1,25,127,8267,N
c1,80,69,8270,N
c1,37,108,8275,N
c1,42,57,8282,N
c1,35,48,8291,N
c1,42,84,8292,N
c1,39,45,8294,N
c1,34,122,8306,N
c1,34,54,8311,N
c1,37,88,8312,N
c1,39,44,8314,N
c1,41,94,8316,N
c1,32,66,8317,N
c1,35,33,8321,N
c1,30,82,8329,N
c1,36,44,8331,N
c1,36,79,8335,N
c1,36,87,8338,N
c1,62,122,8344,N
c1,46,118,8347,N
c1,47,35,8349,N
c1,40,22,8350,N
c1,42,47,8353,N
c1,40,83,8354,N
c1,37,29,8362,N
c1,42,43,8367,N
c1,27,18,8369,N
c1,38,81,8372,N
c1,33,125,8376,N
c1,35,44,8381,N
c1,35,83,8382,N
c1,34,68,8383,N
c1,38,93,8385,N
c1,32,58,8389,N
c1,34,126,8392,N
c1,37,45,8397,N
c1,41,43,8398,N
c1,30,68,8401,N
c1,33,80,8402,N
c1,29,52,8405,N
c1,29,47,8410,N
c1,29,125,8412,N
c1,83,58,8414,N
c1,81,48,8415,N
c1,77,78,8416,N
c1,72,74,8417,N
c1,46,14,8418,N
c1,44,60,8419,N
c1,48,37,8421,N
c1,40,111,8422,N
c1,48,98,8424,N
c1,38,84,8426,N
c1,49,98,8428,N
c1,43,91,8434,N
c1,44,95,8438,N
c1,31,84,8442,N
c1,35,46,8444,N
c1,31,124,8450,N
c1,32,19,8452,N
c1,30,126,8460,N
c1,28,57,8467,N
c1,42,19,8475,N
c1,30,46,8479,N
c1,38,92,8480,N
c1,69,80,8482,N
c1,76,46,8483,N
c1,75,70,8485,N
c1,46,41,8487,N
c1,84,76,8489,N
c1,42,62,8490,N
c1,41,81,8492,N
c1,46,44,8494,N
c1,40,56,8496,N
c1,40,47,8497,N
c1,46,39,8498,N
c1,41,107,8505,N
c1,42,78,8507,N
c1,32,119,8508,N
c1,32,115,8511,N
c1,31,85,8512,N
c1,32,127,8522,N
c1,30,49,8523,N
c1,32,89,8524,N
c1,36,90,8527,N
c1,32,54,8534,N
c1,29,56,8537,N
c1,30,19,8543,N
c1,34,89,8546,N
c1,36,93,8556,N
c1,32,91,8561,N
c1,37,93,8565,N
c1,71,94,8572,N
c1,46,53,8573,N
c1,48,94,8575,N
c1,38,50,8580,N
c1,46,92,8581,N
c1,44,125,8582,N
c1,43,59,8589,N
c1,43,88,8592,N
c1,31,58,8593,N
c1,44,92,8595,N
c1,43,93,8603,N
c1,42,11,8608,N
c1,37,47,8610,N
c1,35,19,8611,N
c1,40,94,8627,N
c1,34,78,8629,N
c1,31,88,8630,N
c1,31,125,8635,N
c1,39,92,8636,N
c1,38,45,8638,N
c1,33,58,8643,N
c1,30,86,8648,N
c1,30,47,8649,N
c1,34,87,8650,N
c1,38,43,8652,N
c1,54,6,8655,N
c1,78,52,8656,N
c1,48,54,8657,N
c1,46,61,8659,N
c1,40,112,8660,N
c1,43,48,8663,N
c1,32,104,8669,N
c1,36,107,8670,N
c1,35,81,8671,N
c1,40,3,8673,N
c1,38,76,8674,N
c1,33,47,8684,N
c1,37,50,8685,N
c1,33,30,8686,N
c1,35,54,8688,N
c1,42,26,8691,N
c1,34,79,8693,N
c1,31,119,8694,N
c1,40,88,8696,N
c1,37,67,8697,N
c1,35,93,8709,N
c1,33,81,8712,N
c1,34,91,8716,N
c1,41,95,8718,N
c1,33,76,8722,N
c1,32,79,8723,N
c1,32,47,8743,N
c1,31,54,8744,N
c1,81,54,8751,N
c1,84,70,8753,N
c1,40,67,8755,N
c1,42,1,8760,N
c1,47,95,8765,N
c1,38,52,8771,N
c1,45,90,8772,N
c1,35,115,8775,N
c1,38,85,8776,N
c1,31,52,8788,N
c1,44,93,8790,N
c1,41,92,8795,N
c1,30,44,8808,N
c1,30,118,8811,N
c1,25,108,8820,N
c1,28,88,8827,N
c1,31,45,8830,N
c1,31,121,8833,N
c1,49,18,8860,N
c1,36,76,8864,N
c1,45,92,8865,N
c1,34,66,8866,N
c1,42,122,8868,N
c1,45,96,8870,N
c1,34,76,8872,N
c1,41,90,8873,N
c1,41,14,8874,N
c1,30,52,8879,N
c1,30,54,8884,N
c1,33,85,8886,N
c1,29,19,8887,N
c1,32,69,8889,N
c1,30,108,8890,N
c1,43,42,8891,N
c1,28,86,8896,N
c1,34,55,8900,N
c1,44,97,8906,N
c1,32,76,8907,N
c1,27,9,8908,N
c1,40,44,8910,N
c1,31,77,8916,N
c1,31,114,8919,N
c1,26,9,8924,N
c1,42,15,8928,N
c1,32,53,8932,N
c1,37,91,8938,N
c1,44,16,8946,N
c1,25,11,8952,N
c5,75,18,860,N
c5,76,19,1243,N
c5,79,11,1492,N
c5,79,14,1652,N
c5,83,8,1659,N
c5,74,30,1743,N
c5,77,15,1893,N
c5,80,6,1928,N
c5,73,34,1980,N
c5,79,17,1983,N
c5,83,28,2009,N
c5,78,21,2076,N
c5,81,2,2079,N
c5,83,9,2082,N
c5,80,18,2128,N
c5,82,4,2234,N
c5,77,17,2253,N
c5,73,33,2254,N
c5,78,15,2263,N
c5,79,22,2291,N
c5,84,9,2310,N
c5,79,18,2311,N
c5,80,32,2313,N
c5,86,114,2359,N
c5,73,35,2360,N
c5,77,18,2396,N
c5,74,36,2424,N
c5,79,19,2477,N
c5,80,10,2537,N
c5,78,35,2538,N
c5,81,4,2545,N
c5,85,26,2560,N
c5,77,19,2583,N
c5,84,14,2589,N
c5,82,2,2609,N
c5,79,15,2614,N
c5,83,14,2631,N
c5,80,13,2639,N
c5,81,16,2643,N
c5,82,110,2663,N
c5,80,22,2679,N
c5,86,127,2687,N
c5,90,4,2699,N
c5,85,10,2716,N
c5,84,3,2755,N
c5,76,18,2758,N
c5,79,21,2764,N
c5,80,1,2766,N
c5,72,35,2769,N
c5,74,31,2773,N
c5,85,50,2776,N
c5,76,35,2795,N
c5,74,35,2821,N
c5,87,16,2826,N
c5,86,27,2829,N
c5,78,7,2839,N
c5,81,29,2849,N
c5,75,32,2861,N
c5,79,16,2869,N
c5,82,14,2870,N
c5,80,26,2880,N
c5,78,36,2881,N
c5,78,28,2887,N
c5,79,25,2895,N
c5,80,7,2906,N
c5,86,21,2951,N
c5,82,5,2955,N
c5,82,105,2964,N
c5,83,4,2967,N
c5,83,112,2978,N
c5,80,15,2983,N
c5,75,33,2989,N
c5,81,7,2991,N
c5,84,17,2993,N
c5,80,21,2994,N
c5,80,25,3014,N
c5,78,23,3020,N
c5,84,2,3037,N
c5,83,31,3051,N
c5,78,17,3083,N
c5,85,113,3106,N
c5,82,34,3130,N
c5,86,124,3143,N
c5,81,30,3172,N
c5,79,40,3173,N
c5,79,33,3193,N
c5,86,123,3195,N
c5,84,8,3201,N
c5,74,33,3209,N
c5,83,101,3212,N
c5,84,19,3264,N
c5,81,8,3266,N
c5,81,5,3271,N
c5,83,27,3273,N
c5,85,2,3275,N
c5,83,23,3285,N
c5,86,99,3290,N
c5,87,1,3295,N
c5,81,106,3296,N
c5,82,22,3301,N
c5,86,9,3312,N
c5,84,96,3321,N
c5,82,101,3329,N
c5,85,20,3333,N
c5,88,57,3335,N
c5,88,2,3336,N
c5,80,8,3337,N
c5,80,24,3338,N
c5,76,34,3344,N
c5,81,40,3349,N
c5,81,20,3366,N
c5,81,22,3368,N
c5,89,68,3369,N
c5,90,57,3375,N
c5,82,7,3378,N
c5,82,1,3385,N
c5,87,56,3388,N
c5,80,23,3393,N
c5,85,104,3395,N
c5,83,3,3398,N
c5,84,123,3403,N
c5,79,36,3426,N
c5,91,115,3427,N
c5,84,10,3441,N
c5,85,6,3447,N
c5,85,15,3457,N
c5,78,10,3461,N
c5,79,9,3463,N
c5,79,31,3464,N
c5,84,127,3490,N
c5,76,17,3504,N
c5,77,20,3506,N
c5,78,31,3508,N
c5,89,112,3517,N
c5,75,31,3522,N
c5,81,1,3551,N
c5,86,112,3561,N
c5,84,107,3580,N
c5,86,100,3590,N
c5,89,119,3606,N
c5,87,127,3612,N
c5,86,32,3613,N
c5,85,36,3626,N
c5,81,25,3633,N
c5,79,13,3641,N
c5,88,39,3654,N
c5,79,32,3661,N
c5,83,30,3665,N
c5,80,14,3668,N
c5,81,32,3670,N
c5,83,0,3673,N
c5,89,125,3681,N
c5,82,87,3687,N
c5,78,26,3696,N
c5,82,3,3714,N
c5,82,31,3724,N
c5,77,31,3729,N
c5,85,21,3730,N
c5,78,24,3735,N
c5,90,10,3738,N
c5,79,29,3743,N
c5,80,37,3746,N
c5,86,3,3755,N
c5,86,115,3757,N
c5,86,113,3768,N
c5,84,103,3777,N
c5,84,29,3779,N
c5,89,18,3782,N
c5,81,21,3792,N
c5,80,29,3803,N
c5,81,14,3804,N
c5,85,111,3807,N
c5,89,8,3808,N
c5,90,67,3809,N
c5,88,4,3812,N
c5,84,111,3817,N
c5,85,110,3818,N
c5,84,121,3825,N
c5,94,70,3826,N
c5,75,19,3828,N
c5,83,29,3830,N
c5,84,81,3831,N
c5,83,84,3836,N
c5,76,37,3849,N
c5,85,5,3858,N
c5,85,34,3860,N
c5,84,41,3874,N
c5,89,16,3875,N
c5,87,93,3884,N
c5,89,12,3888,N
c5,81,36,3895,N
c5,81,0,3896,N
c5,78,27,3900,N
c5,87,120,3902,N
c5,81,37,3903,N
c5,76,33,3909,N
c5,79,34,3917,N
c5,85,102,3920,N
c5,87,102,3922,N
c5,83,32,3928,N
c5,73,32,3932,N
c5,87,22,3950,N
c5,84,92,3951,N
c5,86,51,3956,N
c5,80,79,3958,N
c5,85,14,3962,N
c5,81,34,3963,N
c5,88,24,3964,N
c5,88,124,3968,N
c5,87,0,3975,N
c5,91,9,3977,N
c5,85,3,3985,N
c5,77,34,3993,N
c5,94,119,3997,N
c5,82,29,4001,N
c5,84,13,4021,N
c5,90,8,4023,N
c5,88,30,4032,N
c5,77,35,4033,N
c5,79,35,4040,N
c5,90,68,4044,N
c5,87,7,4047,N
c5,89,19,4048,N
c5,86,16,4053,N
c5,88,93,4054,N
c5,89,57,4055,N
c5,87,91,4075,N
c5,88,108,4079,N
c5,82,77,4081,N
c5,77,36,4086,N
c5,88,19,4088,N
c5,91,66,4090,N
c5,78,32,4094,N
c5,86,17,4097,N
c5,76,28,4098,N
c5,84,125,4099,N
c5,87,54,4100,N
c5,82,88,4105,N
c5,83,122,4106,N
c5,79,10,4107,N
c5,87,41,4111,N
c5,78,38,4119,N
c5,89,50,4122,N
c5,85,8,4125,N
c5,85,33,4136,N
c5,93,125,4142,N
c5,82,11,4145,N
c5,87,23,4147,N
c5,81,11,4151,N
c5,83,17,4165,N
c5,80,31,4166,N
c5,87,3,4176,N
c5,89,65,4184,N
c5,94,3,4186,N
c5,83,95,4194,N
c5,86,95,4199,N
c5,88,102,4204,N
c5,86,24,4208,N
c5,84,27,4216,N
c5,79,8,4217,N
c5,92,6,4219,N
c5,88,23,4225,N
c5,84,85,4226,N
c5,78,29,4229,N
c5,80,28,4232,N
c5,85,32,4239,N
c5,86,101,4241,N
c5,84,77,4242,N
c5,80,33,4247,N
c5,82,36,4248,N
c5,74,18,4251,N
c5,83,33,4254,N
c5,86,79,4255,N
c5,92,95,4256,N
c5,82,12,4261,N
c5,92,12,4266,N
c5,90,56,4271,N
c5,87,99,4276,N
c5,90,12,4285,N
c5,94,125,4286,N
c5,90,99,4295,N
c5,82,83,4301,N
c5,81,10,4303,N
c5,82,37,4304,N
c5,85,9,4305,N
c5,83,15,4313,N
c5,84,28,4316,N
c5,85,115,4317,N
c5,89,0,4321,N
c5,85,85,4322,N
c5,94,114,4337,N
c5,80,9,4343,N
c5,85,97,4349,N
c5,91,0,4360,N
c5,94,106,4363,N
c5,85,7,4371,N
c5,84,26,4372,N
c5,89,5,4373,N
c5,84,124,4374,N
c5,76,32,4375,N
c5,84,45,4376,N
c5,81,83,4377,N
c5,85,125,4381,N
c5,89,24,4383,N
c5,94,66,4387,N
c5,89,107,4394,N
c5,90,100,4395,N
c5,84,105,4398,N
c5,90,59,4402,N
c5,89,6,4404,N
c5,81,23,4408,N
c5,85,24,4409,N
c5,86,1,4410,N
c5,91,111,4415,N
c5,74,32,4421,N
c5,81,13,4422,N
c5,80,30,4423,N
c5,82,35,4424,N
c5,89,127,4425,N
c5,85,44,4426,N
c5,87,20,4430,N
c5,89,101,4431,N
c5,86,2,4443,N
c5,88,119,4444,N
c5,84,37,4454,N
c5,90,27,4455,N
c5,84,100,4460,N
c5,86,52,4463,N
c5,80,87,4466,N
c5,90,23,4467,N
c5,81,9,4471,N
c5,91,100,4476,N
c5,82,19,4478,N
c5,88,95,4481,N
c5,90,5,4486,N
c5,83,6,4495,N
c5,93,2,4508,N
c5,97,4,4509,N
c5,81,109,4514,N
c5,91,114,4515,N
c5,88,63,4518,N
c5,87,32,4519,N
c5,87,101,4520,N
c5,89,110,4521,N
c5,81,27,4522,N
c5,85,47,4525,N
c5,80,17,4530,N
c5,86,36,4531,N
c5,86,49,4532,N
c5,89,2,4534,N
c5,91,98,4541,N
c5,81,19,4555,N
c5,83,34,4561,N
c5,83,22,4566,N
c5,88,49,4568,N
c5,83,5,4573,N
c5,82,39,4574,N
c5,94,105,4581,N
c5,87,110,4592,N
c5,84,35,4593,N
c5,80,12,4596,Y
c5,84,1,4601,N
c5,93,101,4613,N
c5,93,109,4619,N
c5,83,99,4624,N
c5,87,71,4626,N
c5,85,18,4632,N
c5,86,18,4635,N
c5,85,13,4642,N
c5,90,32,4644,N
c5,91,18,4646,N
c5,87,74,4647,N
c5,92,52,4656,N
c5,100,39,4657,N
c5,79,23,4660,N
c5,87,76,4664,N
c5,86,13,4668,N
c5,93,57,4669,N
c5,92,11,4670,N
c5,91,86,4671,N
c5,83,18,4678,N
c5,91,47,4679,N
c5,83,40,4682,N
c5,84,12,4683,N
c5,84,30,4684,N
c5,88,8,4685,N
c5,92,107,4686,N
c5,96,33,4687,N
c5,85,29,4694,N
c5,86,83,4696,N
c5,103,16,4697,N
c5,84,36,4705,N
c5,91,48,4706,N
c5,92,58,4709,N
c5,94,52,4710,N
c5,86,38,4717,N
c5,85,11,4718,N
c5,83,83,4719,N
c5,76,29,4726,N
c5,85,0,4728,N
c5,86,11,4729,N
c5,89,25,4730,N
c5,84,23,4735,N
c5,89,1,4738,N
c5,87,108,4749,N
c5,87,24,4751,N
c5,84,6,4758,N
c5,86,122,4760,N
c5,87,52,4763,N
c5,79,6,4766,N
c5,83,82,4771,N
c5,83,81,4772,N
c5,93,108,4773,N
c5,92,5,4780,N
c5,92,25,4781,N
c5,75,30,4785,N
c5,77,30,4786,N
c5,85,112,4787,N
c5,89,39,4792,N
c5,90,9,4800,N
c5,90,48,4803,N
c5,87,79,4813,N
c5,85,95,4817,N
c5,91,15,4819,N
c5,89,99,4822,N
c5,88,88,4823,N
c5,84,15,4828,N
c5,92,8,4830,N
c5,85,78,4831,N
c5,83,86,4839,N
c5,88,22,4840,N
c5,83,91,4841,N
c5,90,0,4842,N
c5,86,28,4849,N
c5,91,70,4855,N
c5,96,109,4857,N
c5,79,39,4860,N
c5,83,126,4861,N
c5,79,24,4864,N
c5,86,41,4865,N
c5,89,49,4866,N
c5,89,28,4871,N
c5,84,91,4872,N
c5,94,22,4873,N
c5,91,63,4881,N
c5,77,32,4884,N
c5,84,108,4886,N
c5,83,25,4888,N
c5,82,33,4891,N
c5,87,31,4893,N
c5,90,21,4894,N
c5,95,30,4896,N
c5,89,33,4901,N
c5,83,13,4908,N
c5,87,39,4910,N
c5,86,78,4911,N
c5,89,62,4912,N
c5,85,80,4913,N
c5,87,19,4918,N
c5,83,92,4919,N
c5,93,53,4920,N
c5,89,86,4927,N
c5,80,80,4928,N
c5,80,83,4929,N
c5,85,27,4930,N
c5,80,0,4933,N
c5,86,97,4935,N
c5,89,41,4937,N
c5,95,44,4939,N
c5,91,17,4941,N
c5,85,39,4948,N
c5,87,106,4952,N
c5,85,101,4956,N
c5,86,35,4957,N
c5,86,12,4958,N
c5,87,77,4959,N
c5,92,71,4961,N
c5,88,5,4965,N
c5,89,27,4970,N
c5,92,120,4971,N
c5,94,123,4972,N
c5,92,53,4973,N
c5,82,6,4980,N
c5,90,98,4983,N
c5,87,84,4984,N
c5,88,29,4985,N
c5,88,7,4986,N
c5,87,49,4993,N
c5,86,8,4994,N
c5,90,37,4996,N
c5,79,28,5004,N
c5,85,1,5006,N
c5,99,62,5011,N
c5,82,28,5015,N
c5,75,36,5017,N
c5,87,6,5032,N
c5,86,30,5034,N
c5,98,123,5036,N
c5,84,5,5040,N
c5,90,94,5046,N
c5,89,26,5053,N
c5,90,47,5054,N
c5,92,121,5055,N
c5,94,37,5056,N
c5,84,110,5066,N
c5,87,53,5067,N
c5,94,11,5069,N
c5,87,109,5075,N
c5,88,74,5078,N
c5,83,16,5079,N
c5,90,15,5082,N
c5,89,15,5083,N
c5,85,99,5092,N
c5,83,102,5093,N
c5,89,7,5096,N
c5,94,10,5102,N
c5,85,40,5110,N
c5,91,55,5111,N
c5,86,102,5113,N
c5,91,127,5114,N
c5,90,117,5116,N
c5,88,21,5119,N
c5,86,121,5127,N
c5,89,97,5129,N
c5,89,124,5130,N
c5,86,34,5132,N
c5,88,11,5146,N
c5,88,9,5147,N
c5,88,76,5148,N
c5,97,121,5150,N
c5,80,34,5155,N
c5,86,104,5156,N
c5,90,70,5159,N
c5,93,56,5160,N
c5,75,35,5163,N
c5,80,39,5165,N
c5,82,40,5166,N
c5,82,102,5167,N
c5,89,105,5168,N
c5,86,33,5170,N
c5,91,99,5172,N
c5,81,26,5174,N
c5,80,4,5175,N
c5,83,113,5177,N
c5,88,101,5180,N
c5,85,105,5184,N
c5,84,83,5188,N
c5,82,86,5189,N
c5,90,13,5190,N
c5,92,122,5191,N
c5,93,117,5193,N
c5,82,38,5196,N
c5,89,120,5199,N
c5,89,90,5204,N
c5,87,124,5210,N
c5,85,109,5212,N
c5,88,80,5216,N
c5,94,116,5221,N
c5,85,120,5223,N
c5,91,71,5227,N
c5,94,35,5228,N
c5,80,20,5232,N
c5,84,104,5237,N
c5,88,54,5239,N
c5,90,110,5240,N
c5,87,97,5241,N
c5,85,28,5245,N
c5,86,42,5247,N
c5,85,107,5248,N
c5,88,37,5249,N
c5,90,104,5250,N
c5,77,33,5259,N
c5,86,19,5263,N
c5,92,48,5267,N
c5,87,15,5273,N
c5,87,25,5275,N
c5,90,119,5276,N
c5,90,36,5279,N
c5,89,13,5286,N
c5,87,2,5289,N
c5,93,118,5293,N
c5,95,118,5295,N
c5,94,107,5296,N
c5,83,97,5300,N
c5,82,10,5309,N
c5,82,26,5313,N
c5,94,68,5316,N
c5,91,91,5317,N
c5,88,3,5321,N
c5,90,44,5323,N
c5,85,121,5325,N
c5,93,78,5327,N
c5,87,27,5328,N
c5,83,104,5332,N
c5,91,57,5333,N
c5,87,96,5335,N
c5,87,87,5337,N
c5,96,27,5338,N
c5,98,0,5340,N
c5,74,19,5341,N
c5,87,26,5345,N
c5,91,104,5346,N
c5,89,75,5348,N
c5,91,44,5349,N
c5,95,1,5350,N
c5,88,51,5353,N
c5,85,42,5355,N
c5,91,25,5356,N
c5,88,77,5360,N
c5,83,35,5365,N
c5,84,33,5366,N
c5,78,33,5376,N
c5,79,5,5383,N
c5,82,127,5384,N
c5,89,88,5387,N
c5,92,127,5388,N
c5,92,63,5390,N
c5,90,77,5392,N
c5,86,96,5397,N
c5,82,17,5398,N
c5,86,90,5399,N
c5,93,119,5400,N
c5,91,42,5401,N
c5,85,16,5409,N
c5,89,56,5411,N
c5,83,127,5413,N
c5,82,85,5415,N
c5,88,84,5420,N
c5,90,87,5423,N
c5,93,44,5424,N
c5,84,7,5427,N
c5,90,39,5430,N
c5,92,109,5431,N
c5,81,84,5432,N
c5,97,58,5434,N
c5,96,16,5435,N
c5,80,16,5440,N
c5,84,20,5442,N
c5,92,54,5456,N
c5,89,100,5457,N
c5,94,39,5460,N
c5,89,3,5465,N
c5,85,83,5466,N
c5,90,115,5473,N
c5,98,17,5475,N
c5,85,93,5480,N
c5,96,62,5484,N
c5,94,34,5487,N
c5,86,15,5491,N
c5,91,102,5492,N
c5,86,103,5494,N
c5,86,76,5497,N
c5,90,1,5499,N
c5,91,126,5500,N
c5,89,122,5510,N
c5,87,12,5511,N
c5,81,79,5513,N
c5,87,11,5514,N
c5,90,105,5516,N
c5,91,2,5519,N
c5,93,79,5520,N
c5,78,18,5526,N
c5,85,108,5531,N
c5,92,119,5532,N
c5,90,53,5533,N
c5,103,66,5538,N
c5,81,15,5540,N
c5,84,4,5541,N
c5,79,27,5542,N
c5,90,65,5544,N
c5,79,38,5547,N
c5,91,65,5550,N
c5,96,113,5551,N
c5,94,78,5554,N
c5,74,34,5556,N
c5,84,32,5557,N
c5,93,123,5564,N
c5,92,101,5565,N
c5,96,100,5567,N
c5,89,82,5569,N
c5,85,25,5574,N
c5,83,110,5575,N
c5,90,125,5577,N
c5,84,40,5580,N
c5,89,22,5581,N
c5,93,64,5582,N
c5,93,8,5584,N
c5,90,95,5586,N
c5,95,121,5587,N
c5,87,18,5596,N
c5,88,10,5597,N
c5,86,110,5598,N
c5,94,50,5599,N
c5,95,123,5608,N
c5,92,30,5609,N
c5,95,48,5611,N
c5,89,69,5616,N
c5,91,74,5617,N
c5,94,108,5618,N
c5,93,11,5619,N
c5,94,67,5620,N
c5,88,75,5622,N
c5,89,89,5624,N
c5,99,18,5627,N
c5,79,37,5632,N
c5,86,22,5633,N
c5,91,10,5635,N
c5,87,33,5637,N
c5,88,15,5639,N
c5,82,16,5640,N
c5,90,71,5642,N
c5,88,86,5643,N
c5,92,38,5644,N
c5,78,12,5646,N
c5,90,2,5654,N
c5,88,90,5655,N
c5,97,125,5657,N
c5,97,124,5658,N
c5,96,17,5661,N
c5,83,107,5666,N
c5,90,7,5667,N
c5,95,97,5668,N
c5,81,38,5675,N
c5,83,87,5676,N
c5,85,103,5678,N
c5,86,107,5680,N
c5,83,12,5682,N
c5,86,88,5683,N
c5,90,26,5684,N
c5,94,58,5685,N
c5,98,23,5686,N
c5,92,28,5687,N
c5,96,63,5688,N
c5,91,68,5698,N
c5,91,122,5699,N
c5,86,84,5700,N
c5,95,59,5703,N
c5,94,49,5706,N
c5,79,20,5709,N
c5,87,122,5712,N
c5,92,64,5717,N
c5,95,98,5720,N
c5,96,115,5722,N
c5,90,123,5723,N
c5,91,83,5726,N
c5,97,110,5727,N
c5,96,117,5728,N
c5,83,26,5732,N
c5,88,127,5734,N
c5,86,94,5737,N
c5,80,35,5738,N
c5,91,93,5739,N
c5,95,8,5741,N
c5,91,40,5742,N
c5,93,106,5743,N
c5,95,108,5744,N
c5,89,73,5745,N
c5,92,123,5746,N
c5,94,121,5748,N
c5,100,105,5750,N
c5,78,37,5756,N
c5,91,67,5759,N
c5,88,100,5763,N
c5,91,35,5764,N
c5,81,91,5767,N
c5,85,81,5773,N
c5,87,104,5774,N
c5,85,86,5775,N
c5,83,78,5776,N
c5,90,102,5779,N
c5,88,118,5781,N
c5,92,18,5787,N
c5,97,84,5790,N
c5,84,38,5792,N
c5,91,106,5799,N
c5,84,87,5801,N
c5,93,28,5802,N
c5,91,36,5803,N
c5,96,11,5806,N
c5,102,124,5808,N
c5,95,91,5809,N
c5,80,19,5813,N
c5,82,20,5816,N
c5,89,53,5817,N
c5,81,108,5820,N
c5,94,18,5821,N
c5,97,75,5824,N
c5,85,37,5830,N
c5,88,55,5831,N
c5,86,6,5833,N
c5,91,108,5834,N
c5,84,88,5835,N
c5,88,87,5836,N
c5,93,19,5837,N
c5,91,30,5838,N
c5,88,83,5839,N
c5,91,76,5840,N
c5,88,82,5841,N
c5,99,109,5842,N
c5,82,9,5847,N
c5,85,91,5850,N
c5,92,10,5851,N
c5,90,22,5852,N
c5,85,38,5855,N
c5,96,19,5857,N
c5,93,93,5858,N
c5,95,37,5859,N
c5,96,36,5863,N
c5,89,11,5867,N
c5,84,126,5868,N
c5,86,111,5872,N
c5,85,92,5873,N
c5,92,69,5874,N
c5,95,51,5877,N
c5,87,88,5878,N
c5,89,80,5879,N
c5,92,15,5880,N
c5,96,47,5881,N
c5,93,48,5882,N
c5,82,24,5889,N
c5,87,107,5897,N
c5,89,54,5899,N
c5,91,49,5901,N
c5,102,112,5905,N
c5,98,125,5906,N
c5,93,27,5907,N
c5,87,113,5912,N
c5,86,25,5913,N
c5,87,17,5914,N
c5,86,105,5917,N
c5,80,36,5918,N
c5,93,10,5919,N
c5,88,25,5920,N
c5,83,77,5922,N
c5,101,102,5929,N
c5,94,5,5930,N
c5,87,123,5938,N
c5,92,1,5940,N
c5,91,105,5944,N
c5,91,46,5946,N
c5,94,104,5948,N
c5,96,125,5949,N
c5,95,9,5950,N
c5,95,114,5951,N
c5,90,6,5960,N
c5,93,34,5961,N
c5,93,23,5962,N
c5,89,94,5963,N
c5,86,126,5968,N
c5,75,34,5970,N
c5,89,104,5973,N
c5,90,16,5974,N
c5,82,81,5977,N
c5,82,82,5978,N
c5,90,25,5979,N
c5,93,55,5982,N
c5,87,89,5983,N
c5,93,35,5984,N
c5,99,124,5985,N
c5,83,1,5991,N
c5,85,124,5992,N
c5,83,7,5993,N
c5,81,100,5995,N
c5,93,62,6000,N
c5,88,99,6001,N
c5,90,78,6002,N
c5,98,10,6004,N
c5,100,121,6006,N
c5,80,11,6013,N
c5,78,16,6014,N
c5,81,12,6016,N
c5,83,124,6018,N
c5,78,30,6019,N
c5,89,123,6020,N
c5,90,49,6022,N
c5,92,106,6024,N
c5,96,6,6025,N
c5,92,79,6026,N
c5,95,76,6027,N
c5,102,8,6028,N
c5,102,122,6036,N
c5,95,36,6038,N
c5,94,17,6039,N
c5,102,4,6040,N
c5,91,116,6044,N
c5,88,92,6049,N
c5,86,43,6052,N
c5,97,113,6053,N
c5,87,73,6054,N
c5,96,58,6055,N
c5,90,42,6056,N
c5,90,124,6057,N
c5,98,65,6058,N
c5,96,13,6059,N
c5,94,61,6060,N
c5,101,107,6061,N
c5,99,26,6062,N
c5,83,20,6067,N
c5,85,100,6068,N
c5,87,50,6070,N
c5,87,83,6074,N
c5,92,116,6075,N
c5,93,91,6076,N
c5,104,120,6077,N
c5,92,74,6078,N
c5,99,16,6079,N
c5,95,62,6080,N
c5,99,30,6084,N
c5,87,10,6091,N
c5,92,118,6092,N
c5,90,51,6093,N
c5,82,123,6094,N
c5,92,124,6095,N
c5,92,20,6096,N
c5,95,125,6097,N
c5,92,57,6098,N
c5,94,113,6100,N
c5,91,82,6107,N
